timeStep,cellCode,xCell,yCell,resource1amount,resource2amount,prey1,prey2,prey1catches,prey2catches,predator1
0,0,0,0,50,50,1,2,0,0,0
0,1,0,1,50,50,0,0,0,0,0
0,2,0,2,50,50,0,1,0,0,0
0,3,0,3,50,50,0,0,0,0,0
0,4,0,4,50,50,0,1,0,0,0
0,5,0,5,50,50,0,1,0,0,0
0,6,0,6,50,50,1,1,0,0,0
0,7,0,7,50,50,2,1,0,0,0
0,8,0,8,50,50,0,0,0,0,0
0,9,0,9,50,50,0,1,0,0,0
0,10,0,10,50,50,0,0,0,0,0
0,11,0,11,50,50,0,1,0,0,0
0,12,0,12,50,50,0,0,0,0,0
0,13,0,13,50,50,0,1,0,0,0
0,14,0,14,50,50,0,0,0,0,0
0,15,0,15,50,50,0,1,0,0,0
0,16,0,16,50,50,0,1,0,0,0
0,17,0,17,50,50,0,0,0,0,0
0,18,0,18,50,50,0,1,0,0,0
0,19,0,19,50,50,0,3,0,0,0
0,20,0,20,50,50,0,0,0,0,0
0,21,0,21,50,50,0,0,0,0,0
0,22,0,22,50,50,1,0,0,0,0
0,23,0,23,50,50,0,2,0,0,0
0,24,0,24,50,50,0,1,0,0,0
0,25,1,0,50,50,3,0,0,0,0
0,26,1,1,50,50,0,0,0,0,0
0,27,1,2,50,50,0,0,0,0,0
0,28,1,3,50,50,1,0,0,0,0
0,29,1,4,50,50,0,0,0,0,0
0,30,1,5,50,50,1,0,0,0,0
0,31,1,6,50,50,1,0,0,0,0
0,32,1,7,50,50,0,0,0,0,0
0,33,1,8,50,50,0,0,0,0,0
0,34,1,9,50,50,1,0,0,0,0
0,35,1,10,50,50,0,0,0,0,0
0,36,1,11,50,50,0,0,0,0,0
0,37,1,12,50,50,0,1,0,0,0
0,38,1,13,50,50,0,0,0,0,0
0,39,1,14,50,50,0,1,0,0,0
0,40,1,15,50,50,0,0,0,0,0
0,41,1,16,50,50,0,0,0,0,0
0,42,1,17,50,50,0,1,0,0,0
0,43,1,18,50,50,0,2,0,0,0
0,44,1,19,50,50,0,1,0,0,0
0,45,1,20,50,50,0,2,0,0,0
0,46,1,21,50,50,0,0,0,0,0
0,47,1,22,50,50,0,1,0,0,0
0,48,1,23,50,50,1,0,0,0,0
0,49,1,24,50,50,0,0,0,0,0
0,50,2,0,50,50,0,0,0,0,0
0,51,2,1,50,50,1,0,0,0,0
0,52,2,2,50,50,0,1,0,0,0
0,53,2,3,50,50,1,1,0,0,0
0,54,2,4,50,50,0,0,0,0,0
0,55,2,5,50,50,0,1,0,0,0
0,56,2,6,50,50,0,0,0,0,0
0,57,2,7,50,50,1,0,0,0,0
0,58,2,8,50,50,1,0,0,0,0
0,59,2,9,50,50,0,0,0,0,0
0,60,2,10,50,50,1,0,0,0,0
0,61,2,11,50,50,0,0,0,0,0
0,62,2,12,50,50,0,0,0,0,0
0,63,2,13,50,50,1,0,0,0,0
0,64,2,14,50,50,0,0,0,0,0
0,65,2,15,50,50,0,0,0,0,0
0,66,2,16,50,50,1,0,0,0,0
0,67,2,17,50,50,0,0,0,0,0
0,68,2,18,50,50,0,0,0,0,0
0,69,2,19,50,50,1,0,0,0,0
0,70,2,20,50,50,0,0,0,0,0
0,71,2,21,50,50,0,1,0,0,0
0,72,2,22,50,50,1,0,0,0,0
0,73,2,23,50,50,1,2,0,0,0
0,74,2,24,50,50,2,2,0,0,0
0,75,3,0,50,50,0,0,0,0,0
0,76,3,1,50,50,1,0,0,0,0
0,77,3,2,50,50,0,1,0,0,0
0,78,3,3,50,50,0,0,0,0,0
0,79,3,4,50,50,2,0,0,0,0
0,80,3,5,50,50,0,0,0,0,0
0,81,3,6,50,50,0,0,0,0,0
0,82,3,7,50,50,0,0,0,0,0
0,83,3,8,50,50,0,0,0,0,0
0,84,3,9,50,50,0,0,0,0,0
0,85,3,10,50,50,0,0,0,0,0
0,86,3,11,50,50,0,0,0,0,0
0,87,3,12,50,50,0,0,0,0,0
0,88,3,13,50,50,1,0,0,0,0
0,89,3,14,50,50,2,0,0,0,0
0,90,3,15,50,50,0,2,0,0,0
0,91,3,16,50,50,0,0,0,0,0
0,92,3,17,50,50,1,0,0,0,0
0,93,3,18,50,50,1,0,0,0,0
0,94,3,19,50,50,0,0,0,0,0
0,95,3,20,50,50,1,0,0,0,0
0,96,3,21,50,50,1,0,0,0,0
0,97,3,22,50,50,0,3,0,0,0
0,98,3,23,50,50,0,0,0,0,0
0,99,3,24,50,50,0,0,0,0,0
0,100,4,0,50,50,1,0,0,0,0
0,101,4,1,50,50,0,0,0,0,0
0,102,4,2,50,50,1,0,0,0,0
0,103,4,3,50,50,1,0,0,0,0
0,104,4,4,50,50,0,1,0,0,0
0,105,4,5,50,50,0,1,0,0,0
0,106,4,6,50,50,0,0,0,0,0
0,107,4,7,50,50,1,1,0,0,0
0,108,4,8,50,50,0,0,0,0,0
0,109,4,9,50,50,1,0,0,0,0
0,110,4,10,50,50,2,1,0,0,0
0,111,4,11,50,50,1,1,0,0,0
0,112,4,12,50,50,0,0,0,0,0
0,113,4,13,50,50,0,0,0,0,0
0,114,4,14,50,50,0,1,0,0,0
0,115,4,15,50,50,1,1,0,0,0
0,116,4,16,50,50,1,0,0,0,0
0,117,4,17,50,50,1,0,0,0,0
0,118,4,18,50,50,0,0,0,0,0
0,119,4,19,50,50,0,0,0,0,0
0,120,4,20,50,50,0,0,0,0,0
0,121,4,21,50,50,1,0,0,0,0
0,122,4,22,50,50,2,0,0,0,0
0,123,4,23,50,50,0,0,0,0,0
0,124,4,24,50,50,0,0,0,0,0
0,125,5,0,50,50,0,1,0,0,0
0,126,5,1,50,50,0,0,0,0,0
0,127,5,2,50,50,0,0,0,0,0
0,128,5,3,50,50,2,0,0,0,0
0,129,5,4,50,50,0,0,0,0,0
0,130,5,5,50,50,0,0,0,0,0
0,131,5,6,50,50,0,0,0,0,0
0,132,5,7,50,50,0,0,0,0,0
0,133,5,8,50,50,1,0,0,0,0
0,134,5,9,50,50,0,0,0,0,0
0,135,5,10,50,50,0,0,0,0,0
0,136,5,11,50,50,1,0,0,0,0
0,137,5,12,50,50,0,0,0,0,0
0,138,5,13,50,50,1,1,0,0,0
0,139,5,14,50,50,0,1,0,0,0
0,140,5,15,50,50,0,0,0,0,0
0,141,5,16,50,50,0,0,0,0,0
0,142,5,17,50,50,0,0,0,0,0
0,143,5,18,50,50,0,1,0,0,0
0,144,5,19,50,50,2,1,0,0,0
0,145,5,20,50,50,2,0,0,0,0
0,146,5,21,50,50,0,1,0,0,0
0,147,5,22,50,50,0,0,0,0,0
0,148,5,23,50,50,0,0,0,0,0
0,149,5,24,50,50,1,1,0,0,0
0,150,6,0,50,50,0,1,0,0,0
0,151,6,1,50,50,1,0,0,0,0
0,152,6,2,50,50,0,1,0,0,0
0,153,6,3,50,50,0,0,0,0,0
0,154,6,4,50,50,1,0,0,0,0
0,155,6,5,50,50,0,2,0,0,0
0,156,6,6,50,50,0,2,0,0,0
0,157,6,7,50,50,2,0,0,0,0
0,158,6,8,50,50,0,0,0,0,0
0,159,6,9,50,50,0,0,0,0,0
0,160,6,10,50,50,0,0,0,0,0
0,161,6,11,50,50,1,1,0,0,0
0,162,6,12,50,50,1,1,0,0,0
0,163,6,13,50,50,0,1,0,0,0
0,164,6,14,50,50,1,0,0,0,0
0,165,6,15,50,50,0,1,0,0,0
0,166,6,16,50,50,2,0,0,0,0
0,167,6,17,50,50,0,1,0,0,0
0,168,6,18,50,50,1,1,0,0,0
0,169,6,19,50,50,1,0,0,0,0
0,170,6,20,50,50,1,0,0,0,0
0,171,6,21,50,50,0,1,0,0,0
0,172,6,22,50,50,1,1,0,0,0
